0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
0 0.000159937 0.000319935 0.000480053 0.000640353 0.000800896 0.000961746 0.00112297 0.00128463 0.00144679 0.00160953 0.00177292 0.00193703 0.00210195 0.00226776 0.00243453 0.00260237 0.00277137 0.00294162 0.00311323 0.00328631 0.00346097 0.00363734 0.00381554 0.00399571 0.00417798 0.00436251 0.00454945 0.00473897 0.00493123 0.00512643 0.00532475 0.0055264 0.0057316 0.00594057 0.00615355 0.0063708 0.00659259 0.00681919 0.00705092 0.00728809 0.00753104 0.00778014 0.00803576 0.00829833 0.00856828 0.00884608 0.00913223 0.00942726 0.00973176 0.0100464 0.0103717 0.0107085 0.0110576 0.0114198 0.0117961 0.0121874 0.0125948 0.0130195 0.0134629 0.0139264 0.0144116 0.0149203 0.0154543 0.0160159 0.0166076 0.0172319 0.0178921 0.0185914 0.0193339 0.0201239 0.0209666 0.0218677 0.022834 0.0238731 0.0249942 0.026208 0.027527 0.0289661 0.0305434 0.0322806 0.0342043 0.0363473 0.0387506 0.0414662 0.044561 0.0481223 0.0522666 0.0571527 0.0630028 0.0701375 0.0790371 0.0904543 0.105636 0.126797 0.158232 0.209192 0.302216 0.499934 1 
0 0.000319935 0.000639989 0.000960285 0.00128094 0.00160209 0.00192384 0.00224634 0.0025697 0.00289408 0.0032196 0.00354642 0.00387468 0.00420455 0.00453618 0.00486975 0.00520544 0.00554344 0.00588394 0.00622716 0.0065733 0.00692261 0.00727532 0.00763168 0.00799197 0.00835645 0.00872544 0.00909924 0.00947818 0.00986261 0.0102529 0.0106494 0.0110526 0.0114628 0.0118806 0.0123063 0.0127406 0.013184 0.0136369 0.0141001 0.0145741 0.0150597 0.0155576 0.0160684 0.0165932 0.0171326 0.0176877 0.0182595 0.018849 0.0194574 0.0200859 0.0207359 0.0214088 0.0221061 0.0228296 0.0235811 0.0243625 0.0251761 0.0260243 0.0269096 0.027835 0.0288036 0.0298189 0.0308847 0.0320055 0.033186 0.0344316 0.0357484 0.0371431 0.0386236 0.0401985 0.041878 0.0436734 0.045598 0.0476672 0.0498987 0.0523136 0.0549365 0.0577967 0.0609295 0.0643772 0.0681916 0.0724363 0.0771909 0.0825552 0.0886573 0.0956633 0.103793 0.113343 0.124722 0.138511 0.155558 0.177145 0.205293 0.243322 0.296941 0.37632 0.499737 0.697521 1 
0 0.000480053 0.000960285 0.00144088 0.00192201 0.00240386 0.00288663 0.0033705 0.00385568 0.00434236 0.00483075 0.00532107 0.00581355 0.00630843 0.00680594 0.00730635 0.00780992 0.00831693 0.00882769 0.0093425 0.00986168 0.0103856 0.0109146 0.011449 0.0119893 0.0125359 0.0130892 0.0136497 0.0142179 0.0147943 0.0153794 0.0159739 0.0165783 0.0171932 0.0178194 0.0184576 0.0191085 0.0197729 0.0204517 0.0211458 0.0218562 0.0225837 0.0233296 0.024095 0.0248811 0.0256892 0.0265206 0.027377 0.0282599 0.0291709 0.030112 0.0310852 0.0320926 0.0331364 0.0342193 0.035344 0.0365134 0.0377308 0.0389997 0.040324 0.041708 0.0431564 0.0446743 0.0462676 0.0479426 0.0497065 0.0515672 0.0535336 0.0556159 0.0578255 0.0601752 0.0626797 0.0653561 0.0682236 0.0713047 0.0746255 0.0782166 0.0821139 0.0863599 0.0910054 0.0961117 0.101753 0.10802 0.115025 0.12291 0.131853 0.142084 0.153902 0.167706 0.184035 0.20363 0.22754 0.257277 0.295069 0.344259 0.40989 0.49941 0.622892 0.790414 1 
0 0.000640353 0.00128094 0.00192201 0.00256379 0.00320653 0.00385047 0.00449588 0.00514301 0.00579213 0.00644352 0.00709747 0.00775428 0.00841425 0.00907772 0.00974502 0.0104165 0.0110926 0.0117736 0.01246 0.0131521 0.0138506 0.0145558 0.0152682 0.0159884 0.0167169 0.0174543 0.0182013 0.0189584 0.0197265 0.0205061 0.0212981 0.0221033 0.0229225 0.0237566 0.0246066 0.0254735 0.0263583 0.0272622 0.0281864 0.0291322 0.0301008 0.0310937 0.0321124 0.0331586 0.034234 0.0353404 0.0364798 0.0376544 0.0388663 0.040118 0.0414123 0.0427518 0.0441396 0.0455792 0.0470741 0.0486281 0.0502457 0.0519313 0.0536903 0.0555281 0.057451 0.0594657 0.0615799 0.0638018 0.0661409 0.0686076 0.0712135 0.0739717 0.0768972 0.0800067 0.0833193 0.0868569 0.0906446 0.0947113 0.0990907 0.103822 0.108951 0.114531 0.120628 0.127318 0.134695 0.142871 0.151987 0.162213 0.173767 0.186922 0.202031 0.21955 0.240084 0.264437 0.293699 0.329356 0.37345 0.428757 0.498953 0.588537 0.70201 0.841243 1 
0 0.000800896 0.00160209 0.00240386 0.00320653 0.00401038 0.00481572 0.00562288 0.00643216 0.00724392 0.00805848 0.00887621 0.00969748 0.0105227 0.0113522 0.0121865 0.0130259 0.0138711 0.0147224 0.0155803 0.0164454 0.0173183 0.0181996 0.0190898 0.0199897 0.0208999 0.0218212 0.0227543 0.0237 0.0246593 0.025633 0.026622 0.0276274 0.0286502 0.0296916 0.0307527 0.0318347 0.0329391 0.0340671 0.0352203 0.0364003 0.0376086 0.0388472 0.0401178 0.0414225 0.0427635 0.0441429 0.0455633 0.0470273 0.0485377 0.0500975 0.0517099 0.0533785 0.0551071 0.0568996 0.0587607 0.0606951 0.062708 0.0648052 0.0669931 0.0692784 0.0716688 0.0741726 0.0767991 0.0795585 0.0824622 0.0855229 0.0887548 0.0921739 0.0957982 0.0996481 0.103747 0.10812 0.112799 0.117817 0.123215 0.12904 0.135346 0.142196 0.149667 0.157848 0.166847 0.176793 0.187845 0.200196 0.214086 0.229813 0.247754 0.268386 0.292319 0.320341 0.353466 0.393004 0.440619 0.498369 0.568629 0.653778 0.755368 0.872547 1 
0 0.000961746 0.00192384 0.00288663 0.00385047 0.00481572 0.00578274 0.00675191 0.00772361 0.00869823 0.00967619 0.0106579 0.0116438 0.0126344 0.0136301 0.0146315 0.015639 0.0166532 0.0176748 0.0187042 0.0197423 0.0207895 0.0218467 0.0229145 0.0239939 0.0250855 0.0261903 0.0273092 0.0284431 0.0295931 0.0307602 0.0319457 0.0331506 0.0343762 0.035624 0.0368952 0.0381913 0.0395141 0.040865 0.0422459 0.0436586 0.0451052 0.0465877 0.0481084 0.0496696 0.051274 0.0529241 0.054623 0.0563737 0.0581796 0.0600442 0.0619713 0.0639652 0.0660303 0.0681714 0.0703937 0.0727031 0.0751055 0.0776079 0.0802176 0.0829427 0.0857921 0.0887755 0.0919038 0.095189 0.0986443 0.102285 0.106126 0.110188 0.11449 0.119057 0.123915 0.129093 0.134628 0.140557 0.146928 0.153791 0.16121 0.169254 0.178008 0.187571 0.198062 0.209619 0.222414 0.236649 0.252576 0.270499 0.290794 0.313927 0.340473 0.371146 0.406826 0.448578 0.497659 0.555473 0.623419 0.70258 0.793139 0.893579 1 
0 0.00112297 0.00224634 0.0033705 0.00449588 0.00562288 0.00675191 0.00788341 0.00901783 0.0101556 0.0112972 0.0124432 0.0135939 0.0147501 0.0159121 0.0170807 0.0182564 0.0194398 0.0206316 0.0218326 0.0230434 0.0242649 0.0254978 0.0267431 0.0280016 0.0292743 0.0305622 0.0318664 0.033188 0.0345281 0.0358881 0.0372691 0.0386727 0.0401003 0.0415534 0.0430336 0.0445426 0.0460824 0.0476548 0.0492618 0.0509056 0.0525885 0.0543129 0.0560814 0.0578968 0.059762 0.0616801 0.0636545 0.0656886 0.0677865 0.0699521 0.0721898 0.0745045 0.0769012 0.0793855 0.0819634 0.0846414 0.0874265 0.0903265 0.0933498 0.0965055 0.0998039 0.103256 0.106874 0.110671 0.114663 0.118866 0.123298 0.127981 0.132938 0.138195 0.143781 0.14973 0.15608 0.162875 0.170164 0.178005 0.186463 0.195617 0.205555 0.216382 0.228222 0.241222 0.255553 0.271424 0.289081 0.308823 0.331006 0.356062 0.384506 0.416952 0.454119 0.496828 0.545973 0.602447 0.666999 0.739986 0.821029 0.908632 1 
0 0.00128463 0.0025697 0.00385568 0.00514301 0.00643216 0.00772361 0.00901783 0.0103153 0.0116166 0.0129222 0.0142326 0.0155485 0.0168705 0.0181991 0.019535 0.0208789 0.0222316 0.0235938 0.0249662 0.0263498 0.0277453 0.0291538 0.0305763 0.0320136 0.033467 0.0349376 0.0364266 0.0379352 0.0394647 0.0410167 0.0425925 0.0441938 0.0458222 0.0474795 0.0491674 0.050888 0.0526432 0.0544353 0.0562666 0.0581395 0.0600566 0.0620206 0.0640345 0.0661013 0.0682244 0.0704072 0.0726536 0.0749675 0.0773533 0.0798155 0.0823591 0.0849895 0.0877123 0.0905337 0.0934606 0.0965 0.0996599 0.102949 0.106376 0.109952 0.113688 0.117596 0.12169 0.125984 0.130495 0.135242 0.140244 0.145525 0.151109 0.157025 0.163306 0.169987 0.177109 0.184718 0.192868 0.201619 0.211041 0.221213 0.232229 0.244196 0.25724 0.271506 0.287167 0.304424 0.323514 0.344716 0.368357 0.39482 0.424547 0.458045 0.495878 0.538649 0.586962 0.641348 0.702146 0.76934 0.84236 0.919921 1 
0 0.00144679 0.00289408 0.00434236 0.00579213 0.00724392 0.00869823 0.0101556 0.0116166 0.0130818 0.0145517 0.016027 0.0175083 0.0189963 0.0204917 0.0219951 0.0235075 0.0250295 0.026562 0.0281059 0.0296621 0.0312316 0.0328155 0.0344148 0.0360307 0.0376643 0.0393171 0.0409902 0.0426851 0.0444034 0.0461465 0.0479161 0.049714 0.051542 0.0534021 0.0552963 0.0572267 0.0591957 0.0612057 0.0632592 0.065359 0.0675078 0.0697088 0.0719652 0.0742804 0.076658 0.079102 0.0816166 0.084206 0.0868752 0.0896292 0.0924733 0.0954136 0.0984562 0.101608 0.104876 0.108269 0.111795 0.115464 0.119285 0.12327 0.127431 0.131781 0.136335 0.141109 0.146121 0.151391 0.156939 0.162792 0.168974 0.175518 0.182456 0.189827 0.197674 0.206044 0.214994 0.224585 0.234888 0.245986 0.257972 0.270953 0.285052 0.300414 0.317202 0.335607 0.35585 0.378184 0.402899 0.430324 0.460827 0.494813 0.532707 0.574936 0.621886 0.673842 0.730902 0.79287 0.859153 0.928694 1 
